0.012272, 0
0.026075, 0
0.038340, 0
0.052132, 0
0.064383, 0
0.078153, 0
0.090381, 0
0.104122, 0
0.116319, 0
0.130019, 0
0.142177, 0
0.155828, 0
0.167938, 0
0.181532, 0
0.193586, 0
0.207111, 0
0.220598, 0
0.232551, 0
0.245955, 0
0.257831, 0
0.271145, 0
0.282937, 0
0.296151, 0
0.307850, 0
0.320956, 0
0.332554, 0
0.345542, 0
0.357031, 0
0.369893, 0
0.381266, 0
0.393993, 0
0.406644, 0
0.417824, 0
0.430327, 0
0.441372, 0
0.453718, 0
0.464620, 0
0.476800, 0
0.487551, 0
0.499558, 0
0.510151, 0
0.521976, 0
0.532404, 0
0.544039, 0
0.554295, 0
0.565733, 0
0.577063, 0
0.587041, 0
0.598162, 0
0.607951, 0
0.618854, 0
0.628447, 0
0.639126, 0
0.648516, 0
0.658962, 0
0.668143, 0
0.678351, 0
0.687317, 0
0.697279, 0
0.706023, 0
0.715732, 0
0.725305, 0
0.733699, 0
0.743009, 0
0.751166, 0
0.760208, 0
0.768123, 0
0.776890, 0
0.784558, 0
0.793043, 0
0.800459, 0
0.808658, 0
0.815816, 0
0.823722, 0
0.830618, 0
0.838226, 0
0.845675, 0
0.852160, 0
0.859303, 0
0.865515, 0
0.872347, 0
0.878281, 0
0.884798, 0
0.890450, 0
0.896648, 0
0.902013, 0
0.907887, 0
0.912963, 0
0.918509, 0
0.923293, 0
0.928507, 0
0.933545, 0
0.937873, 0
0.942574, 0
0.946602, 0
0.950963, 0
0.954687, 0
0.958704, 0
0.962122, 0
0.965794, 0
0.968904, 0
0.972227, 0
0.975026, 0
0.977999, 0
0.980486, 0
0.983106, 0
0.985539, 0
0.987545, 0
0.989622, 0
0.991311, 0
0.993033, 0
0.994404, 0
0.995768, 0
0.996821, 0
0.997826, 0
0.998559, 0
0.999205, 0
0.999619, 0
0.999905, 0
0.999999, 0
0.999925, 0
0.999660, 0
0.999265, 0
0.998640, 0
0.997925, 0
0.996941, 0
0.995907, 0
0.994564, 0
0.993211, 0
0.991511, 0
0.989841, 0
0.987783, 0
0.985797, 0
0.983384, 0
0.981083, 0
0.978316, 0
0.975364, 0
0.972583, 0
0.969280, 0
0.966189, 0
0.962537, 0
0.959137, 0
0.955140, 0
0.951434, 0
0.947093, 0
0.943083, 0
0.938402, 0
0.934091, 0
0.929073, 0
0.924464, 0
0.919112, 0
0.913585, 0
0.908526, 0
0.902671, 0
0.897322, 0
0.891143, 0
0.885508, 0
0.879010, 0
0.873092, 0
0.866278, 0
0.860083, 0
0.852958, 0
0.846488, 0
0.839057, 0
0.832318, 0
0.824586, 0
0.816697, 0
0.809554, 0
0.801373, 0
0.793972, 0
0.785503, 0
0.777850, 0
0.769100, 0
0.761199, 0
0.752173, 0
0.744030, 0
0.734735, 0
0.726355, 0
0.716797, 0
0.708186, 0
0.698372, 0
0.688424, 0
0.679472, 0
0.669278, 0
0.660110, 0
0.649676, 0
0.640298, 0
0.629633, 0
0.620052, 0
0.609162, 0
0.599384, 0
0.588276, 0
0.578308, 0
0.566990, 0
0.556839, 0
0.545319, 0
0.533695, 0
0.523277, 0
0.511463, 0
0.500879, 0
0.488883, 0
0.478141, 0
0.465970, 0
0.455077, 0
0.442741, 0
0.431704, 0
0.419210, 0
0.408038, 0
0.395395, 0
0.384093, 0
0.371310, 0
0.358456, 0
0.346973, 0
0.333993, 0
0.322401, 0
0.309302, 0
0.297608, 0
0.284400, 0
0.272614, 0
0.259305, 0
0.247434, 0
0.234034, 0
0.222086, 0
0.208604, 0
0.196587, 0
0.183032, 0
0.169442, 0
0.157336, 0
0.143687, 0
0.131532, 0
0.117834, 0
0.105639, 0
0.091901, 0
0.079674, 0
0.065905, 0
